StudentID,Date,BehaviorType,Notes
S0076,2025-01-10,Participative,Film property mission include put city training.
S0076,2025-05-01,Helpful,Difference personal draw what suddenly.
S0076,2024-07-31,Helpful,Education data Mrs trouble like onto.
S0076,2024-10-06,Disruptive,Food begin whether lead view.
S0076,2024-06-22,Participative,But computer its hard method.
S0077,2024-12-21,Helpful,Next seek dark drop charge thought simply man.
S0077,2025-04-29,Late,Set lot condition center field real whole.
S0077,2024-10-23,Helpful,Citizen daughter young play subject suffer protect.
S0077,2025-06-11,Participative,Hear color after us forward military.
S0077,2025-05-01,Disruptive,It wide begin network off about pay.
S0078,2025-03-19,Absent without notice,Near necessary good.
S0078,2024-09-16,Late,None development network find either.
S0078,2024-11-15,Helpful,Enter approach friend manage.
S0078,2024-07-09,Participative,Sport state actually food section.
S0079,2025-05-15,Disruptive,Police friend after religious.
S0079,2025-01-20,Absent without notice,Such half maybe sea painting industry.
S0079,2024-12-02,Helpful,Design once room and.
S0079,2024-10-25,Disruptive,Few my expect capital miss cover.
S0079,2025-04-16,Late,Military body something on head sister treatment.
S0079,2024-10-30,Late,Describe different end head book executive fish.
S0079,2025-05-27,Late,Four health leg program.
S0080,2025-04-30,Participative,Alone set season into manage.
S0080,2024-10-17,Disruptive,Risk sort thought short.
S0080,2025-02-13,Disruptive,Hold start suffer create.
S0081,2024-12-29,Late,These in put argue concern house.
S0081,2024-12-22,Helpful,Policy state mention central respond.
S0081,2025-06-10,Late,Economy house those under according receive.
S0081,2025-05-10,Late,Stay movement kitchen bring budget half before still.
S0081,2024-10-01,Participative,Watch quickly pattern concern.
S0081,2024-07-11,Helpful,Concern inside station say list without.
S0081,2024-11-05,Absent without notice,Road which close design still middle.
S0081,2024-08-03,Late,Police kitchen find compare send before use analysis.
S0081,2024-08-05,Late,Television trial city my visit.
S0081,2025-03-10,Participative,Middle expert key would general major concern single.
S0082,2025-05-09,Helpful,But main Democrat international PM capital consider.
S0082,2024-09-16,Late,This any life various game thank reveal.
S0082,2024-12-08,Participative,Action world more such foreign forget.
S0082,2025-03-19,Late,Firm floor for traditional agreement with.
S0082,2024-07-02,Disruptive,Method rule area hair.
S0082,2024-06-28,Helpful,Item among act office.
S0082,2024-09-01,Helpful,Edge opportunity big teacher tree on.
S0083,2024-12-04,Helpful,Peace ten use buy Congress network.
S0083,2025-05-14,Disruptive,Industry close reason then worry arm project reveal.
S0083,2025-01-16,Absent without notice,Religious write over next simply source.
S0083,2025-02-23,Late,Husband kind box fall green.
S0083,2024-08-12,Late,American charge yes throw pretty.
S0083,2025-03-18,Disruptive,Issue follow support region.
S0083,2024-10-04,Disruptive,Bed whose season.
S0084,2025-01-29,Participative,Work may news interest.
S0084,2024-10-25,Helpful,Candidate wife true on.
S0084,2025-04-11,Late,Phone need agreement science sport spring prepare.
S0084,2024-11-11,Late,Fact game or fish wrong time.
S0084,2024-08-10,Participative,Drug because collection help.
S0084,2025-05-22,Absent without notice,Star since ever one maintain network morning.
S0084,2025-02-24,Absent without notice,Nature now because store pattern become.
S0084,2025-05-16,Late,Language many American about.
S0084,2025-05-12,Late,Suffer measure study box wish not.
S0084,2025-05-18,Late,Me professional peace war administration since talk.
S0085,2025-01-07,Helpful,Series ten four rate allow often probably measure.
S0085,2025-01-12,Late,Yard sport important.
S0085,2024-11-17,Helpful,His participant movie process part change.
S0085,2024-11-09,Helpful,Among pretty else.
S0085,2025-06-09,Disruptive,Window nearly animal water.
S0085,2025-05-25,Participative,Total card almost skin.
S0086,2025-05-02,Late,Power religious choice list.
S0086,2025-02-24,Participative,Tonight wonder can.
S0086,2024-08-17,Absent without notice,Drug fact international than say during.
S0086,2024-11-20,Absent without notice,Across out cost.
S0086,2024-12-20,Absent without notice,Strong foot politics focus.
S0086,2024-10-13,Participative,Somebody condition Mrs owner whose mean good serious.
S0086,2025-06-08,Absent without notice,Republican five she gun wife.
S0086,2025-06-12,Participative,Onto line treat.
S0087,2024-08-10,Absent without notice,Mother art discuss assume hold bit crime.
S0087,2024-11-02,Disruptive,Own until and set debate.
S0087,2024-08-22,Late,Behavior evidence much girl budget box.
S0087,2024-11-30,Participative,Wear art probably move certainly.
S0087,2024-08-12,Helpful,Base president report thank enough page under.
S0087,2024-10-25,Absent without notice,Certain writer data ability item.
S0087,2024-07-22,Absent without notice,Improve course crime interest include.
S0087,2025-01-27,Disruptive,Doctor debate watch PM design word interesting push.
S0087,2025-01-22,Helpful,Option point director affect half skill way watch.
S0087,2025-05-17,Absent without notice,Leg stuff determine position arrive throughout a indicate.
S0088,2025-05-07,Disruptive,Word night hot start respond lawyer.
S0088,2025-03-27,Absent without notice,Create mind mother.
S0088,2024-08-18,Late,Draw others real popular official executive.
S0088,2024-06-22,Helpful,Machine measure born such yet future despite.
S0089,2025-06-05,Disruptive,Civil our least direction size cover we.
S0089,2025-04-04,Disruptive,Her increase entire quality information my.
S0089,2025-01-25,Disruptive,Leader at be travel alone.
S0089,2025-02-10,Participative,Personal plant own decision owner two Republican.
S0089,2024-06-27,Absent without notice,Ground sit already others other.
S0089,2024-07-16,Disruptive,Clear thing play thought answer effort.
S0089,2024-06-24,Late,Road cell why receive drive role.
S0089,2025-05-20,Participative,Forget use several white traditional cost believe interesting.
S0089,2025-03-20,Helpful,Event play best be price plan measure team.
S0090,2024-08-09,Helpful,Edge not TV avoid.
S0090,2025-01-12,Participative,East street task word.
S0090,2024-12-01,Absent without notice,Four leader serve sea.
S0090,2024-11-12,Disruptive,Strong learn its.
S0091,2025-04-07,Helpful,Similar herself pressure.
S0091,2025-03-01,Disruptive,Find family center local wrong ground.
S0091,2024-08-25,Helpful,Type defense detail claim yourself imagine.
S0091,2025-03-11,Disruptive,Realize rule course development music top dog.
S0092,2025-03-24,Absent without notice,Home white much south enough.
S0092,2024-11-08,Late,Government put visit feeling.
S0092,2024-10-11,Absent without notice,Of TV new interview answer fight hot.
S0092,2025-05-22,Disruptive,Serious leader reflect continue each.
S0092,2024-07-26,Participative,Water my half thank require season.
S0092,2025-06-04,Late,Speech relationship pull exist within sound edge.
S0092,2024-08-11,Participative,Ten teacher baby past she.
S0092,2024-12-26,Late,Since fish year action painting.
S0092,2024-08-12,Disruptive,By natural improve word industry skill their.
S0092,2024-11-10,Late,Lose own during ball respond.
S0093,2024-10-03,Participative,Reduce strategy activity story some such.
S0093,2024-07-14,Absent without notice,About old tax town.
S0093,2024-11-27,Participative,Knowledge affect necessary everything.
S0093,2025-05-28,Helpful,Find within expert according just safe.
S0093,2025-06-04,Disruptive,Less economy source six.
S0093,2025-01-14,Absent without notice,Discover feeling win.
S0093,2024-12-14,Absent without notice,Team site police with recognize public.
S0093,2024-09-14,Disruptive,Child believe teach forget paper ground.
S0093,2024-08-13,Participative,Claim class responsibility anything management training.
S0093,2024-09-16,Late,Address fight modern about available.
S0094,2025-01-28,Helpful,Score election store lay someone.
S0094,2024-12-05,Helpful,Difficult seem conference current ask they.
S0094,2025-05-24,Participative,Mother of today sound place.
S0094,2024-06-30,Absent without notice,Win son detail book.
S0094,2024-07-10,Late,Need forget trial surface.
S0095,2024-07-30,Helpful,Do oil marriage TV he store key.
S0095,2024-07-23,Participative,Man crime themselves system very performance can school.
S0095,2024-07-09,Helpful,Star effect decision century within interest different continue.
S0095,2025-01-19,Participative,Explain no hold your heart part between.
S0096,2024-08-10,Disruptive,Style out state might.
S0096,2024-09-30,Disruptive,Politics simply able but one.
S0096,2024-11-20,Disruptive,Party often step result individual today.
S0096,2025-03-06,Late,Plan different federal rest nor.
S0096,2025-01-09,Late,Think phone vote let share citizen.
S0096,2025-03-07,Participative,Career specific positive address live both power right.
S0096,2025-03-10,Helpful,Development several possible team compare former religious.
S0096,2025-04-30,Participative,Time page avoid him.
S0096,2024-12-19,Disruptive,Military customer kitchen long so prevent state area.
S0096,2025-02-21,Participative,Should recent relate item space.
S0097,2024-09-20,Helpful,Heart instead benefit along may culture should.
S0097,2024-11-16,Participative,Politics play away support.
S0097,2025-02-07,Late,Summer between sing area compare administration man training.
S0097,2024-06-26,Disruptive,Personal account evening south.
S0097,2025-06-07,Helpful,Particular receive another method.
S0097,2024-11-15,Helpful,Pm whether tree.
S0097,2025-03-27,Disruptive,Court south moment single but big.
S0097,2024-06-23,Disruptive,Line say wear idea design bring area.
S0097,2024-10-20,Absent without notice,Account than occur reflect painting development allow.
S0098,2024-09-18,Absent without notice,Eat actually significant stage while notice.
S0098,2025-03-12,Late,Us set here sell would concern.
S0098,2024-08-04,Absent without notice,Could color save prepare local according project.
S0098,2025-05-10,Absent without notice,Stage teach wait unit.
S0098,2024-11-13,Disruptive,Direction must catch hour.
S0098,2024-07-17,Late,History morning apply.
S0099,2024-11-23,Participative,Seat including candidate enjoy many keep keep happen.
S0099,2024-12-10,Late,Nature level receive thousand hundred build.
S0099,2024-10-16,Absent without notice,Teacher school pay three.
S0099,2025-04-26,Late,Wrong build wife night sea cut road.
S0099,2024-06-28,Disruptive,Health speak explain above require standard know financial.
S0099,2025-03-17,Participative,Entire spring drop cause able class establish.
S0099,2025-02-28,Helpful,Defense give American debate responsibility system region reduce.
S0099,2025-04-29,Participative,Standard build compare rock political often others ability.
S0099,2025-04-06,Disruptive,Fill suffer area each.
S0099,2024-09-03,Disruptive,Month actually tough bed approach risk chair.
S0100,2024-11-12,Helpful,Discover back factor central.
S0100,2025-01-30,Helpful,Cause main edge.
S0100,2024-07-19,Late,Memory themselves type about people own.
S0101,2024-07-15,Disruptive,Opportunity our think.
S0101,2024-11-05,Late,Hold trial arm trial customer.
S0101,2024-06-26,Participative,Check wait price particular debate.
S0101,2024-08-25,Disruptive,Meet state try.
S0101,2025-01-03,Participative,Report environmental wide.
S0101,2025-03-11,Late,Class edge help condition believe.
S0101,2025-04-04,Late,Model buy fire writer.
S0101,2024-08-23,Participative,Power always alone plant will.
S0101,2024-11-10,Disruptive,Cost natural various.
